name,min_price,max_price,target_price,diagonal_inches,width_px,height_px,aspect_ratio,PPI,frequency_hz,contrast_ratio,brightness_cd,matrix_type,response_time_ms,total_pixels,diagonal_category,resolution_category,is_gaming,is_premium,brand,log_target,gaming_label
Acer Nitro XV240YX1bmiiprx,459.0,675.0,12598.74,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,200.0,1000,250.0,IPS,1.0,2.0736,Small,FullHD,1,0,Acer,9.441431457806031,Gaming
LG 32MR50C,609.0,668.0,14187.47,31.5,1920.0,1080.0,1.7777777777777777,69.9335609549936,100.0,3000,250.0,VA,5.0,2.0736,Large,FullHD,0,0,LG,9.560184941930686,Non-Gaming
LG UltraFine 27US550,877.0,1468.0,26052.949999999997,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1000,300.0,IPS,5.0,8.2944,Large,4K,0,0,LG,10.167924667164549,Non-Gaming
MSI MPG 346CQRF X24,1999.0,1999.0,44417.78,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,240.0,4000,400.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,MSI,10.701417631965437,Gaming
Iiyama ProLite XUB2797QSN-W1,1103.0,1619.0,30241.42,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1300,250.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Iiyama,10.31700085354655,Non-Gaming
Philips 345B1C,1226.0,1446.0,29685.92,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,3000,300.0,VA,5.0,4.9536,XLarge,QHD,0,0,Philips,10.298461823744045,Non-Gaming
LG UltraWide 29U511A,720.0,1022.0,19353.62,29.0,2560.0,1080.0,2.3703703703703702,95.8099585479297,100.0,1000,250.0,IPS,5.0,2.7648,Large,FullHD,0,0,LG,9.870686429649291,Non-Gaming
HP V27c G5,1265.0,1265.0,28108.3,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,3000,300.0,VA,5.0,2.0736,Large,FullHD,0,0,HP,10.243855761420468,Non-Gaming
Samsung S27C362E,575.0,575.0,12776.5,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,3000,250.0,VA,4.0,2.0736,Large,FullHD,0,0,Samsung,9.455441090642434,Non-Gaming
AOC U34E2M,908.0,1174.0,23131.02,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,4000,300.0,VA,4.0,4.9536,XLarge,QHD,0,0,AOC,10.048973083880883,Non-Gaming
HP OMEN 24,569.0,747.0,14620.759999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,165.0,1000,300.0,IPS,1.0,2.0736,Small,FullHD,1,0,HP,9.590266109095248,Gaming
Viewsonic VA2715-H,319.0,662.0,10898.91,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,4000,250.0,VA,4.0,2.0736,Large,FullHD,0,0,Viewsonic,9.296509811302412,Non-Gaming
Iiyama ProLite XUB2495WSU-B7,689.0,888.0,17520.469999999998,24.1,1920.0,1200.0,1.6,93.94835982131056,75.0,1000,300.0,IPS,4.0,2.304,Medium,FullHD,0,0,Iiyama,9.771182265080219,Non-Gaming
Philips 278E1A,1098.0,1237.0,25941.85,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1000,350.0,IPS,4.0,8.2944,Large,4K,0,0,Philips,10.163651320763583,Non-Gaming
MSI MAG 322URDF E16,2153.0,3050.0,57805.329999999994,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,160.0,1000,400.0,IPS,4.951367781155016,8.2944,Large,4K,1,1,MSI,10.96485356423501,Gaming
Fujitsu B22-8WE Neo,425.0,465.0,9887.9,22.0,1680.0,1050.0,1.6,90.05163807872212,76.0,1000,250.0,TN,5.0,1.764,Small,HD,0,0,Fujitsu,9.199168194972932,Non-Gaming
Iiyama G-Master GCB3480WQSU-B1,992.0,1755.0,30519.17,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,4000,420.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,Iiyama,10.326143055500836,Gaming
Acer Vero CB273Ubemipruzxv,1095.0,1363.0,27308.379999999997,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1300,350.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Acer,10.214985511903201,Non-Gaming
Samsung Odyssey G50A 32,4047.0,4047.0,89924.34,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,165.0,1000,350.0,IPS,1.0,3.6864,XLarge,QHD,1,0,Samsung,11.406735049485228,Gaming
LG 32SM5D,2121.0,2121.0,47128.619999999995,32.0,1920.0,1080.0,1.7777777777777777,68.84084906507182,60.0,1100,400.0,IPS,10.0,2.0736,XLarge,FullHD,0,0,LG,10.760656957080265,Non-Gaming
NEC MultiSync EA272U,2665.0,2956.0,62449.31,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1000,400.0,IPS,5.0,8.2944,Large,4K,0,0,NEC,11.04212647951258,Non-Gaming
Viewsonic CDE5530,3235.0,3235.0,71881.7,55.0,3840.0,2160.0,1.7777777777777777,80.10571527571994,60.0,1200,450.0,VA,4.442516268980477,8.2944,XLarge,4K,0,0,Viewsonic,11.182790902796379,Non-Gaming
Hannspree HO275PTB,1938.0,2336.0,47484.14,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,3000,300.0,Other,5.0,2.0736,Large,FullHD,0,0,Hannspree,10.768172098972169,Non-Gaming
AOC 24B1H,393.0,488.0,9787.91,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,3000,250.0,VA,5.0,2.0736,Medium,FullHD,0,0,AOC,9.189005391225908,Non-Gaming
LG UltraWide 34WQ500,868.0,1258.0,23619.86,25.7,2560.0,1080.0,2.3703703703703702,108.11240458715804,75.0,1000,250.0,IPS,5.0,2.7648,Medium,FullHD,0,0,LG,10.069885498910716,Non-Gaming
Asus TUF Gaming VG27AQM1A,1196.0,1893.0,34318.79,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,260.0,1000,400.0,IPS,1.0,3.6864,Large,QHD,1,0,Asus,10.443477434702059,Gaming
Dell UltraSharp U2720Q,1100.0,1100.0,24442.0,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1300,350.0,IPS,5.0,8.2944,Large,4K,0,0,Dell,10.10409915534325,Non-Gaming
BenQ PD3205UA,2599.0,3094.0,63249.23,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,1000,350.0,IPS,5.0,8.2944,Large,4K,0,0,BenQ,11.054854042946792,Non-Gaming
Lenovo ThinkVision S27-4e,539.0,636.0,13054.25,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1500,300.0,IPS,6.0,2.0736,Large,FullHD,0,0,Lenovo,9.476945630700929,Non-Gaming
Asus ProArt PA247CV,959.0,1083.0,22686.62,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,1000,300.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Asus,10.029574680249416,Non-Gaming
Samsung QB49R,3299.0,3299.0,73303.78,49.0,3840.0,2160.0,1.7777777777777777,89.91457837070605,60.0,4000,350.0,Other,8.0,8.2944,XLarge,4K,0,0,Samsung,11.202381097208322,Non-Gaming
AOC CU34V5C,1039.0,1128.0,24075.37,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,3000,300.0,VA,4.0,4.9536,XLarge,QHD,0,0,AOC,10.088986140550904,Non-Gaming
Acer Nitro XV275KP3biipruzx,3300.0,4084.0,82036.23999999999,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,160.0,1000,1000.0,IPS,4.951367781155016,8.2944,Large,4K,1,1,Acer,11.314928569494615,Gaming
Iiyama ProLite XB3288UHSU-B5,1299.0,1638.0,32630.07,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3000,300.0,VA,3.0,8.2944,Large,4K,0,0,Iiyama,10.39302018095901,Non-Gaming
Dell S3423DWC,1832.0,3373.0,57827.55,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,100.0,3000,300.0,VA,4.0,4.9536,XLarge,QHD,0,0,Dell,10.96523787734665,Non-Gaming
Philips 242B9T,1488.0,2122.0,40107.1,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Philips,10.599333587908884,Non-Gaming
MSI MAG 342CQR E2,1279.0,1370.0,29430.39,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,3000,300.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,MSI,10.28981707082914,Gaming
Lenovo Legion R24e,380.0,738.0,12420.98,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,180.0,1000,300.0,IPS,4.951367781155016,2.0736,Small,FullHD,1,0,Lenovo,9.42722276307126,Gaming
HP 524sh,549.0,892.0,16009.509999999998,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1500,300.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP,9.681000660573966,Non-Gaming
Panasonic TH-50CQE2W,4095.0,4095.0,90990.9,49.5,3840.0,2160.0,1.7777777777777777,89.00635030635549,60.0,5000,500.0,VA,8.0,8.2944,XLarge,4K,0,0,Panasonic,11.418525770548262,Non-Gaming
Cooler Master GM27-CF,1865.0,1865.0,41440.3,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,165.0,3000,300.0,VA,3.0,2.0736,Large,FullHD,1,0,Cooler Master,10.632033247097686,Gaming
AOC C27G2Z3,679.0,1013.0,18798.12,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,280.0,4000,300.0,VA,1.0,2.0736,Large,FullHD,1,0,AOC,9.841565339211849,Gaming
MSI PRO MP273AP,549.0,627.0,13065.36,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,300.0,IPS,4.0,2.0736,Large,FullHD,0,0,MSI,9.477796267447278,Non-Gaming
Viewsonic VG2448a-2,799.0,850.0,18320.39,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,60.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Viewsonic,9.815824508712328,Non-Gaming
Philips 27M1F5500P,2090.0,4021.0,67893.20999999999,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,240.0,1000,450.0,IPS,1.0,3.6864,Large,QHD,1,0,Philips,11.125706037451385,Gaming
Philips 222B9TA,1334.0,1941.0,36385.25,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,60.0,3000,210.0,VA,2.0,2.0736,Small,FullHD,0,0,Philips,10.501946235007619,Non-Gaming
Acer Nitro VG270M3bmiipx,575.0,854.0,15876.19,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,1000,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,Acer,9.67263876700219,Gaming
Samsung S22C310E,601.0,601.0,13354.22,22.0,1920.0,1080.0,1.7777777777777777,100.13214409464992,75.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Samsung,9.499662598639379,Non-Gaming
HP OMEN X 25f,2237.0,2237.0,49706.14,25.0,1920.0,1080.0,1.7777777777777777,88.11628680329193,240.0,1000,400.0,TN,1.0,2.0736,Medium,FullHD,1,0,HP,10.813903863738158,Gaming
Viewsonic VG2208A-HD,436.0,540.0,10843.36,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,100.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Viewsonic,9.2914004081494,Non-Gaming
Acer Nitro XV270X1bmiipx,549.0,635.0,13154.24,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,200.0,1000,250.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,Acer,9.484575437321656,Gaming
LG UltraGear 32GP850,1630.0,1630.0,36218.6,32.0,2560.0,1440.0,1.7777777777777777,91.7877987534291,180.0,1000,350.0,IPS,1.0,3.6864,XLarge,QHD,1,0,LG,10.497355687754116,Gaming
Eizo FlexScan EV2430,1367.0,1823.0,35440.9,24.0,1920.0,1200.0,1.6,94.33981132056604,60.0,1000,300.0,IPS,14.0,2.304,Medium,FullHD,0,0,Eizo,10.475650015020108,Non-Gaming
BenQ Zowie XL2731,2682.0,2682.0,59594.03999999999,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,144.0,1000,320.0,TN,1.0,2.0736,Large,FullHD,1,0,BenQ,10.995327628113833,Gaming
AOC 24G2ZE,704.0,1280.0,22042.24,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,240.0,1000,350.0,IPS,4.0,2.0736,Medium,FullHD,1,0,AOC,10.000761257907255,Gaming
Acer Nitro QG241YEbii,446.0,501.0,10521.17,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Acer,9.261239738784452,Non-Gaming
KOORUI GN01,748.0,748.0,16620.559999999998,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,165.0,3000,300.0,VA,4.442516268980477,2.0736,Large,FullHD,1,0,KOORUI,9.718455926820486,Gaming
Dell C2423H,813.0,813.0,18064.86,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,60.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Dell,9.801779248316317,Non-Gaming
Dell Plus S3425DW,1643.0,2020.0,40695.93,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,120.0,3000,300.0,VA,1.0,4.9536,XLarge,QHD,1,0,Dell,10.613907938610273,Gaming
Viewsonic TD2760,2222.0,2755.0,55294.469999999994,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,3000,230.0,VA,6.0,2.0736,Large,FullHD,0,0,Viewsonic,10.9204462673377,Non-Gaming
Dell P2722HE,999.0,2293.0,36574.119999999995,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,1000,300.0,IPS,5.0,2.0736,Large,FullHD,0,0,Dell,10.507123506812539,Non-Gaming
Asus VY229HF,354.0,507.0,9565.71,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,100.0,1300,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,0,0,Asus,9.166044642686069,Non-Gaming
Asus VP247HAE,653.0,825.0,16420.579999999998,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,3000,250.0,VA,5.0,2.0736,Medium,FullHD,0,0,Asus,9.706351602494106,Non-Gaming
BenQ Zowie XL2546K,1899.0,2748.0,51628.17,25.0,1920.0,1080.0,1.7777777777777777,88.11628680329193,240.0,1000,320.0,TN,1.0,2.0736,Medium,FullHD,1,0,BenQ,10.851842101819626,Gaming
MSI MAG 271QPX QD-OLED,3000.0,3059.0,67315.48999999999,26.5,2560.0,1440.0,1.7777777777777777,110.83809660791438,360.0,1500000,250.0,OLED,1.0,3.6864,Medium,QHD,1,0,MSI,11.117160507908022,Gaming
Samsung Smart Monitor M5 27,1049.0,1375.0,26930.64,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,3000,250.0,VA,8.0,2.0736,Large,FullHD,0,0,Samsung,10.201057082577465,Non-Gaming
Targus DM4240PEUZ,531.0,770.0,14454.11,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,325.0,Unknown,4.650088691829009,2.0736,Medium,FullHD,0,0,Targus,9.578803264245082,Non-Gaming
Viewsonic VX2718-2KPC-MHDJ,982.0,1169.0,23897.61,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,165.0,4000,250.0,VA,1.0,3.6864,Large,QHD,1,0,Viewsonic,10.081575577232487,Gaming
BenQ PD2706U,1871.0,2088.0,43984.49,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1200,400.0,IPS,5.0,8.2944,Large,4K,0,0,BenQ,10.691615085786143,Non-Gaming
MSI MAG 255XF,759.0,1036.0,19942.45,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,300.0,1000,250.0,IPS,4.951367781155016,2.0736,Medium,FullHD,1,0,MSI,9.90065604760693,Gaming
HP 324pf,432.0,858.0,14331.9,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,100.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP,9.570312872992437,Non-Gaming
Acer SA322QUAbmiipx,617.0,876.0,16587.23,31.5,2560.0,1440.0,1.7777777777777777,93.24474793999148,75.0,1000,300.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Acer,9.716448686715047,Non-Gaming
LG 27BA400,491.0,563.0,11709.94,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1000,250.0,IPS,5.0,2.0736,Large,FullHD,0,0,LG,9.368278726640746,Non-Gaming
HP Z24q G3,868.0,1480.0,26086.28,23.8,2560.0,1440.0,1.7777777777777777,123.41216639116516,90.0,1000,400.0,IPS,5.0,3.6864,Small,QHD,0,0,HP,10.169203118192254,Non-Gaming
Viewsonic VA3208-4K-HD,1099.0,1449.0,28308.28,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3000,300.0,VA,4.0,8.2944,Large,4K,0,0,Viewsonic,10.250944945073238,Non-Gaming
MSI MAG 345CQR,1099.0,2184.0,36474.13,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,180.0,3000,300.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,MSI,10.504385937469625,Gaming
Iiyama ProLite T2236MSC-B3,1413.0,1717.0,34774.299999999996,21.5,1920.0,1080.0,1.7777777777777777,102.460798608479,60.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,Iiyama,10.456662643641563,Non-Gaming
Lenovo Q27q-20,999.0,999.0,22197.78,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,75.0,1000,300.0,IPS,4.0,3.6864,Large,QHD,0,0,Lenovo,10.007792611395336,Non-Gaming
Philips 272B1G,767.0,1011.0,19753.58,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,75.0,1000,342.715043074884,IPS,4.0,2.0736,Large,FullHD,0,0,Philips,9.89114064217909,Non-Gaming
Acer Vero CB242YGbmiprx,443.0,760.0,13365.33,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,120.0,1000,250.0,IPS,4.951367781155016,2.0736,Small,FullHD,1,0,Acer,9.500494137276933,Gaming
Xiaomi Mi Desktop Monitor 1C,365.0,796.0,12898.71,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,6.0,2.0736,Medium,FullHD,0,0,Xiaomi,9.464960109476916,Non-Gaming
Asus BE24EQK,705.0,923.0,18087.08,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,300.0,IPS,5.0,2.0736,Medium,FullHD,0,0,Asus,9.803008436769785,Non-Gaming
LG 34UB67,809.0,809.0,17975.98,34.0,2560.0,1080.0,2.3703703703703702,81.72025876146944,75.0,1000,300.0,IPS,5.0,2.7648,XLarge,FullHD,0,0,LG,9.796847329513117,Non-Gaming
Samsung Smart Monitor M80F 32,1999.0,2784.0,53139.13,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,60.0,3000,400.0,VA,4.0,8.2944,Large,4K,0,0,Samsung,10.880687665678897,Non-Gaming
Hannspree HS248PPB,570.0,570.0,12665.4,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,Other,4.0,2.0736,Medium,FullHD,0,0,Hannspree,9.446708097187225,Non-Gaming
HP E24 G5,684.0,2217.0,32230.109999999997,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP,10.380687414179208,Non-Gaming
Lenovo L27i-4A,499.0,719.0,13531.98,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,100.0,1500,300.0,IPS,4.0,2.0736,Large,FullHD,0,0,Lenovo,9.5128849482065,Non-Gaming
Asus TUF Gaming VG259QMR5A,993.0,1437.0,26997.3,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,310.0,1000,300.0,IPS,1.0,2.0736,Medium,FullHD,1,0,Asus,10.203529180041253,Gaming
Iiyama ProLite XUB2793QS-B7,723.0,943.0,18509.26,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1300,300.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Iiyama,9.826080451930265,Non-Gaming
Neovo TM-23,1921.0,4156.0,67515.47,23.0,1920.0,1080.0,1.7777777777777777,95.77857261227383,75.0,1000,250.0,IPS,3.0,2.0736,Small,FullHD,0,0,Neovo,11.120126847097463,Non-Gaming
Philips Evnia 32M2N8900,3506.0,4076.0,84236.01999999999,31.5,3840.0,2160.0,1.7777777777777777,139.8671219099872,240.0,1500000,250.0,OLED,1.0,8.2944,Large,4K,1,1,Philips,11.341389771063435,Gaming
Acer Vero CB272UE3bmiprux,1268.0,1370.0,29308.18,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1000,350.0,IPS,4.0,3.6864,Large,QHD,0,0,Acer,10.285656056513853,Non-Gaming
Iiyama G-Master G2745QSU-B2,569.0,804.0,15254.03,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1300,300.0,IPS,4.951367781155016,3.6864,Large,QHD,0,0,Iiyama,9.632664563717174,Non-Gaming
BenQ PD3420Q,2795.0,4128.0,76914.53,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,60.0,1000,350.0,IPS,5.0,4.9536,XLarge,QHD,0,0,BenQ,11.250463085689637,Non-Gaming
Gigabyte GS27FA,469.0,784.0,13920.83,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,180.0,1000,300.0,IPS,4.951367781155016,2.0736,Large,FullHD,1,0,Gigabyte,9.541213390764819,Gaming
Samsung Smart Monitor M70B 32,1300.0,1574.0,31930.14,32.0,3840.0,2160.0,1.7777777777777777,137.68169813014364,60.0,3000,300.0,VA,4.0,8.2944,XLarge,4K,0,0,Samsung,10.37133698817202,Non-Gaming
Samsung S24C364EAU,452.0,702.0,12820.94,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,75.0,3000,250.0,VA,4.0,2.0736,Medium,FullHD,0,0,Samsung,9.45891304507907,Non-Gaming
MSI Optix MAG342CQR,1565.0,1565.0,34774.299999999996,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,144.0,4000,300.0,VA,4.0,4.9536,XLarge,QHD,1,0,MSI,10.456662643641563,Gaming
Acer Vero B248YGbemiqprcuzx,1036.0,1296.0,25908.52,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,120.0,1500,300.0,IPS,4.0,2.0736,Small,FullHD,1,0,Acer,10.162365747718788,Gaming
Asus TUF Gaming VG259QL5A,589.0,814.0,15587.33,24.5,1920.0,1080.0,1.7777777777777777,89.91457837070605,200.0,1000,300.0,IPS,1.0,2.0736,Medium,FullHD,1,0,Asus,9.654277836365386,Gaming
Iiyama ProLite P1671HSC-B1,519.0,681.0,13332.0,15.6,1920.0,1080.0,1.7777777777777777,141.21199808219862,60.0,1000,250.0,IPS,3.0,2.0736,Small,FullHD,0,0,Iiyama,9.497997444115459,Non-Gaming
Asus TUF Gaming VG289Q,1104.0,4169.0,58583.03,28.0,3840.0,2160.0,1.7777777777777777,157.3505121487356,60.0,1000,350.0,IPS,5.0,8.2944,Large,4K,0,0,Asus,10.978217412825986,Non-Gaming
Asus TUF Gaming VG27VQM1B,799.0,1190.0,22097.789999999997,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,280.0,4000,250.0,VA,1.0,2.0736,Large,FullHD,1,0,Asus,10.003278134875725,Gaming
HP 527pm,1759.0,2180.0,43762.29,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1500,350.0,IPS,5.0,3.6864,Large,QHD,0,0,HP,10.686550617085134,Non-Gaming
Dahua LM34-E330C,1181.0,1447.0,29197.08,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,165.0,3000,350.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,Dahua,10.281858232669865,Gaming
HP M27f,632.0,699.0,14787.41,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,60.0,1000,300.0,IPS,5.0,2.0736,Large,FullHD,0,0,HP,9.601599044854767,Non-Gaming
Asus ROG Strix OLED XG27ACDMS,2687.0,3222.0,65648.98999999999,26.5,2560.0,1440.0,1.7777777777777777,110.83809660791438,280.0,1500000,250.0,OLED,1.0,3.6864,Medium,QHD,1,0,Asus,11.092092727408007,Gaming
Asus TUF Gaming VG279QML5A,896.0,1120.0,22397.76,27.0,1920.0,1080.0,1.7777777777777777,81.58915444749253,240.0,1000,300.0,IPS,1.0,2.0736,Large,FullHD,1,0,Asus,10.016760879168011,Gaming
Iiyama ProLite LH4341UHS-B2,1996.0,2423.0,49095.09,42.5,3840.0,2160.0,1.7777777777777777,103.66621976857874,60.0,1200,500.0,IPS,8.0,8.2944,XLarge,4K,0,0,Iiyama,10.801534677210482,Non-Gaming
LG UltraGear 34GP63AP,1184.0,1702.0,32063.46,34.0,3440.0,1440.0,2.388888888888889,109.68340725465096,160.0,3000,300.0,VA,4.442516268980477,4.9536,XLarge,QHD,1,0,LG,10.375503530649015,Gaming
Philips 27B2G5601,1279.0,1362.0,29341.51,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,100.0,1500,300.0,IPS,4.0,3.6864,Large,QHD,0,0,Philips,10.286792596776811,Non-Gaming
Dell P2418HZm,798.0,1537.0,25941.85,24.0,1920.0,1080.0,1.7777777777777777,91.7877987534291,60.0,1000,250.0,IPS,6.0,2.0736,Medium,FullHD,0,0,Dell,10.163651320763583,Non-Gaming
HP V24ie G5,507.0,637.0,12709.84,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,75.0,1000,250.0,IPS,5.0,2.0736,Small,FullHD,0,0,HP,9.450210451692827,Non-Gaming
Dell Pro Plus P2724DEB,1829.0,2156.0,44273.35,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,60.0,1000,350.0,IPS,5.0,3.6864,Large,QHD,0,0,Dell,10.698160781572065,Non-Gaming
Gigabyte G24F 2,581.0,663.0,13820.84,23.8,1920.0,1080.0,1.7777777777777777,92.55912479337388,165.0,1100,300.0,IPS,2.0,2.0736,Small,FullHD,1,0,Gigabyte,9.534005228835534,Gaming
Asus ROG Swift PG27AQN,4228.0,4784.0,100123.32,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,360.0,1000,600.0,IPS,1.0,3.6864,Large,QHD,1,0,Asus,11.514167892836987,Gaming
Philips 49B2U5900CH,4079.0,4668.0,97179.17,48.8,5120.0,1440.0,3.5555555555555554,108.9886566465224,75.0,3000,450.0,VA,4.0,7.3728,XLarge,QHD,0,0,Philips,11.484321957289502,Non-Gaming
MSI MAG 274UPF E2,1556.0,2022.0,39751.579999999994,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,160.0,1000,400.0,IPS,4.951367781155016,8.2944,Large,4K,1,1,MSI,10.590430023636573,Gaming
Philips 27B1U7903,3272.0,3542.0,75703.54,27.0,3840.0,2160.0,1.7777777777777777,163.1783088949851,60.0,1300,1400.0,IPS,4.0,8.2944,Large,4K,0,0,Philips,11.234593411207118,Non-Gaming
Iiyama G-Master GB2790QSU-B5,1349.0,1499.0,31641.28,27.0,2560.0,1440.0,1.7777777777777777,108.78553926332336,240.0,1000,400.0,IPS,4.951367781155016,3.6864,Large,QHD,1,0,Iiyama,10.362249479968025,Gaming
